Convolution array H:
H[0]: 1024
H[1]: 3071
H[2]: 6140
H[3]: 10230
H[4]: 15340
H[5]: 21469
H[6]: 28616
H[7]: 36780
H[8]: 45960
H[9]: 56155
H[10]: 67364
H[11]: 79586
H[12]: 92820
H[13]: 107065
H[14]: 122320
H[15]: 138584
H[16]: 155856
H[17]: 174135
H[18]: 193420
H[19]: 213710
H[20]: 235004
H[21]: 257301
H[22]: 280600
H[23]: 304900
H[24]: 330200
H[25]: 356499
H[26]: 383796
H[27]: 412090
H[28]: 441380
H[29]: 471665
H[30]: 502944
H[31]: 535216
H[32]: 568480
H[33]: 602735
H[34]: 637980
H[35]: 674214
H[36]: 711436
H[37]: 749645
H[38]: 788840
H[39]: 829020
H[40]: 870184
H[41]: 912331
H[42]: 955460
H[43]: 999570
H[44]: 1044660
H[45]: 1090729
H[46]: 1137776
H[47]: 1185800
H[48]: 1234800
H[49]: 1284775
H[50]: 1335724
H[51]: 1387646
H[52]: 1440540
H[53]: 1494405
H[54]: 1549240
H[55]: 1605044
H[56]: 1661816
H[57]: 1719555
H[58]: 1778260
H[59]: 1837930
H[60]: 1898564
H[61]: 1960161
H[62]: 2022720
H[63]: 2086240
H[64]: 2150720
H[65]: 2216159
H[66]: 2282556
H[67]: 2349910
H[68]: 2418220
H[69]: 2487485
H[70]: 2557704
H[71]: 2628876
H[72]: 2701000
H[73]: 2774075
H[74]: 2848100
H[75]: 2923074
H[76]: 2998996
H[77]: 3075865
H[78]: 3153680
H[79]: 3232440
H[80]: 3312144
H[81]: 3392791
H[82]: 3474380
H[83]: 3556910
H[84]: 3640380
H[85]: 3724789
H[86]: 3810136
H[87]: 3896420
H[88]: 3983640
H[89]: 4071795
H[90]: 4160884
H[91]: 4250906
H[92]: 4341860
H[93]: 4433745
H[94]: 4526560
H[95]: 4620304
H[96]: 4714976
H[97]: 4810575
H[98]: 4907100
H[99]: 5004550
H[100]: 5102924
H[101]: 5202221
H[102]: 5302440
H[103]: 5403580
H[104]: 5505640
H[105]: 5608619
H[106]: 5712516
H[107]: 5817330
H[108]: 5923060
H[109]: 6029705
H[110]: 6137264
H[111]: 6245736
H[112]: 6355120
H[113]: 6465415
H[114]: 6576620
H[115]: 6688734
H[116]: 6801756
H[117]: 6915685
H[118]: 7030520
H[119]: 7146260
H[120]: 7262904
H[121]: 7380451
H[122]: 7498900
H[123]: 7618250
H[124]: 7738500
H[125]: 7859649
H[126]: 7981696
H[127]: 8104640
H[128]: 8228480
H[129]: 8353215
H[130]: 8478844
H[131]: 8605366
H[132]: 8732780
H[133]: 8861085
H[134]: 8990280
H[135]: 9120364
H[136]: 9251336
H[137]: 9383195
H[138]: 9515940
H[139]: 9649570
H[140]: 9784084
H[141]: 9919481
H[142]: 10055760
H[143]: 10192920
H[144]: 10330960
H[145]: 10469879
H[146]: 10609676
H[147]: 10750350
H[148]: 10891900
H[149]: 11034325
H[150]: 11177624
H[151]: 11321796
H[152]: 11466840
H[153]: 11612755
H[154]: 11759540
H[155]: 11907194
H[156]: 12055716
H[157]: 12205105
H[158]: 12355360
H[159]: 12506480
H[160]: 12658464
H[161]: 12811311
H[162]: 12965020
H[163]: 13119590
H[164]: 13275020
H[165]: 13431309
H[166]: 13588456
H[167]: 13746460
H[168]: 13905320
H[169]: 14065035
H[170]: 14225604
H[171]: 14387026
H[172]: 14549300
H[173]: 14712425
H[174]: 14876400
H[175]: 15041224
H[176]: 15206896
H[177]: 15373415
H[178]: 15540780
H[179]: 15708990
H[180]: 15878044
H[181]: 16047941
H[182]: 16218680
H[183]: 16390260
H[184]: 16562680
H[185]: 16735939
H[186]: 16910036
H[187]: 17084970
H[188]: 17260740
H[189]: 17437345
H[190]: 17614784
H[191]: 17793056
H[192]: 17972160
H[193]: 18152095
H[194]: 18332860
H[195]: 18514454
H[196]: 18696876
H[197]: 18880125
H[198]: 19064200
H[199]: 19249100
H[200]: 19434824
H[201]: 19621371
H[202]: 19808740
H[203]: 19996930
H[204]: 20185940
H[205]: 20375769
H[206]: 20566416
H[207]: 20757880
H[208]: 20950160
H[209]: 21143255
H[210]: 21337164
H[211]: 21531886
H[212]: 21727420
H[213]: 21923765
H[214]: 22120920
H[215]: 22318884
H[216]: 22517656
H[217]: 22717235
H[218]: 22917620
H[219]: 23118810
H[220]: 23320804
H[221]: 23523601
H[222]: 23727200
H[223]: 23931600
H[224]: 24136800
H[225]: 24342799
H[226]: 24549596
H[227]: 24757190
H[228]: 24965580
H[229]: 25174765
H[230]: 25384744
H[231]: 25595516
H[232]: 25807080
H[233]: 26019435
H[234]: 26232580
H[235]: 26446514
H[236]: 26661236
H[237]: 26876745
H[238]: 27093040
H[239]: 27310120
H[240]: 27527984
H[241]: 27746631
H[242]: 27966060
H[243]: 28186270
H[244]: 28407260
H[245]: 28629029
H[246]: 28851576
H[247]: 29074900
H[248]: 29299000
H[249]: 29523875
H[250]: 29749524
H[251]: 29975946
H[252]: 30203140
H[253]: 30431105
H[254]: 30659840
H[255]: 30889344
H[256]: 31119616
H[257]: 31350655
H[258]: 31582460
H[259]: 31815030
H[260]: 32048364
H[261]: 32282461
H[262]: 32517320
H[263]: 32752940
H[264]: 32989320
H[265]: 33226459
H[266]: 33464356
H[267]: 33703010
H[268]: 33942420
